accession	protein_id	datatype
BGC0001381.5	AJO72784.1	GenBank
BGC0001381.5	AJO72785.1	GenBank
BGC0001381.5	AJO72786.1	GenBank
BGC0001381.5	AJO72787.1	GenBank
BGC0001381.5	AJO72788.1	GenBank
BGC0001381.5	AJO72789.1	GenBank
BGC0001381.5	AJO72790.1	GenBank
BGC0001381.5	AJO72791.1	GenBank
BGC0001381.5	AJO72792.1	GenBank
BGC0001381.5	AJO72793.1	GenBank
BGC0001381.5	AJO72794.1	GenBank
BGC0001383.3	AIJ04682.1	GenBank
BGC0001383.3	AIJ04681.1	GenBank
BGC0001383.3	AIJ04680.1	GenBank
BGC0001383.3	AIJ04683.1	GenBank
BGC0001383.3	AIJ04684.1	GenBank
BGC0001383.3	AIJ04686.1	GenBank
BGC0001383.3	AIJ04685.1	GenBank
BGC0001383.3	AIJ04687.1	GenBank
BGC0001383.3	AIJ04688.2	GenBank
BGC0001384.5	BAV16989.1	GenBank
BGC0001384.5	BAV16990.1	GenBank
BGC0001384.5	BAV16991.1	GenBank
BGC0001384.5	BAV16992.1	GenBank
BGC0001384.5	BAV16993.1	GenBank
BGC0001384.5	BAV16994.1	GenBank
BGC0001384.5	BAV16995.1	GenBank
BGC0001384.5	BAV16996.1	GenBank
BGC0001384.5	BAV16997.1	GenBank
BGC0001384.5	BAV16998.1	GenBank
BGC0001384.5	BAV16999.1	GenBank
BGC0001384.5	BAV17000.1	GenBank
BGC0001384.5	BAV17001.1	GenBank
BGC0001384.5	BAV17002.1	GenBank
BGC0001384.5	BAV17003.1	GenBank
BGC0001384.5	BAV17004.1	GenBank
BGC0001384.5	BAV17005.1	GenBank
BGC0001384.5	BAV17006.1	GenBank
BGC0001384.5	BAV17007.1	GenBank
BGC0001384.5	BAV17008.1	GenBank
BGC0001384.5	BAV17009.1	GenBank
BGC0001384.5	BAV17010.1	GenBank
BGC0001384.5	BAV17011.1	GenBank
BGC0001384.5	BAV17012.1	GenBank
BGC0001384.5	BAV17013.1	GenBank
BGC0001384.5	BAV17014.1	GenBank
BGC0001384.5	BAV17015.1	GenBank
BGC0001384.5	BAV17016.1	GenBank
BGC0001384.5	BAV17017.1	GenBank
BGC0001384.5	BAV17018.1	GenBank
BGC0001384.5	BAV17019.1	GenBank
BGC0001384.5	BAV17020.1	GenBank
BGC0001384.5	BAV17021.1	GenBank
BGC0001384.5	BAV17022.1	GenBank
BGC0001384.5	BAV17023.1	GenBank
BGC0001384.5	BAV17024.1	GenBank
BGC0001386.5	BAU98027.1	GenBank
BGC0001386.5	BAU98028.1	GenBank
BGC0001386.5	BAU98029.1	GenBank
BGC0001386.5	BAU98030.1	GenBank
BGC0001386.5	BAU98031.1	GenBank
BGC0001386.5	BAU98032.1	GenBank
BGC0001386.5	BAU98033.1	GenBank
BGC0001386.5	BAU98034.1	GenBank
BGC0001386.5	BAU98035.1	GenBank
BGC0001386.5	BAU98036.1	GenBank
BGC0001386.5	BAU98037.1	GenBank
BGC0001386.5	BAU98038.1	GenBank
BGC0001386.5	BAU98039.1	GenBank
BGC0001386.5	BAU98040.1	GenBank
BGC0001386.5	BAU98041.1	GenBank
BGC0001386.5	BAU98042.1	GenBank
BGC0001386.5	BAU98043.1	GenBank
BGC0001386.5	BAU98044.1	GenBank
BGC0001386.5	BAU98045.1	GenBank
BGC0001386.5	BAU98046.1	GenBank
BGC0001386.5	BAU98047.1	GenBank
BGC0001386.5	BAU98048.1	GenBank
BGC0001386.5	BAU98049.1	GenBank
BGC0001386.5	BAU98050.1	GenBank
BGC0001386.5	BAU98051.1	GenBank
BGC0001387.5	AMP46603.1	GenBank
BGC0001387.5	AMP46596.1	GenBank
BGC0001387.5	AMP46606.1	GenBank
BGC0001387.5	AMP46611.1	GenBank
BGC0001387.5	AMP46592.1	GenBank
BGC0001387.5	AMP46614.1	GenBank
BGC0001387.5	AMP46598.1	GenBank
BGC0001387.5	AMP46613.1	GenBank
BGC0001387.5	AMP46597.1	GenBank
BGC0001387.5	AMP46604.1	GenBank
BGC0001387.5	AMP46600.1	GenBank
BGC0001387.5	AMP46602.1	GenBank
BGC0001387.5	AMP46595.1	GenBank
BGC0001387.5	AMP46601.1	GenBank
BGC0001387.5	AMP46608.1	GenBank
BGC0001387.5	AMP46612.1	GenBank
BGC0001387.5	AMP46594.1	GenBank
BGC0001387.5	AMP46599.1	GenBank
BGC0001387.5	AMP46610.1	GenBank
BGC0001387.5	AMP46609.1	GenBank
BGC0001387.5	AMP46607.1	GenBank
BGC0001387.5	AMP46593.1	GenBank
BGC0001387.5	AMP46605.1	GenBank
BGC0001388.3	ALX37941.1	GenBank
BGC0001388.3	ALX37943.1	GenBank
BGC0001388.3	ALX37942.1	GenBank
BGC0001388.3	ALX37944.1	GenBank
BGC0001388.3	ALX37945.1	GenBank
BGC0001388.3	ALX37946.1	GenBank
BGC0001388.3	ALX37947.1	GenBank
BGC0001388.3	ALX37948.1	GenBank
BGC0001388.3	ALX37949.1	GenBank
BGC0001389.5	AHZ34244.1	GenBank
BGC0001389.5	AHZ34245.1	GenBank
BGC0001389.5	AHZ34246.1	GenBank
BGC0001389.5	AHZ34247.1	GenBank
BGC0001389.5	AHZ34238.1	GenBank
BGC0001389.5	AHZ34239.1	GenBank
BGC0001389.5	AHZ34240.1	GenBank
BGC0001389.5	AHZ34241.1	GenBank
BGC0001389.5	AHZ34242.1	GenBank
BGC0001389.5	AHZ34243.1	GenBank
BGC0001389.5	AHZ34248.1	GenBank
BGC0001389.5	AHZ34249.1	GenBank
BGC0001389.5	AHZ34250.1	GenBank
BGC0001390.3	BAV19379.1	GenBank
BGC0001390.3	BAV19380.1	GenBank
BGC0001390.3	BAV19381.1	GenBank
BGC0001391.3	ANP43731.1	GenBank
BGC0001391.3	ANP43732.1	GenBank
BGC0001391.3	ANP43733.1	GenBank
BGC0001391.3	ANP43734.1	GenBank
BGC0001391.3	ANP43735.1	GenBank
BGC0001391.3	ANP43736.1	GenBank
BGC0001391.3	ANP43737.1	GenBank
BGC0001391.3	ANP43738.1	GenBank
BGC0001392.5	ACU62748.1	GenBank
BGC0001392.5	ACU62749.1	GenBank
BGC0001392.5	ACU62750.1	GenBank
BGC0001392.5	ACU62751.1	GenBank
BGC0001392.5	ACU62752.1	GenBank
BGC0001392.5	ACU62753.1	GenBank
BGC0001392.5	ACU62754.1	GenBank
BGC0001392.5	ACU62755.1	GenBank
BGC0001392.5	ACU62756.1	GenBank
BGC0001392.5	ACU62757.1	GenBank
BGC0001392.5	ACU62758.1	GenBank
BGC0001392.5	ACU62759.1	GenBank
BGC0001392.5	ACU62760.1	GenBank
BGC0001392.5	ACU62761.1	GenBank
BGC0001392.5	ACU62762.1	GenBank
BGC0001392.5	ACU62763.1	GenBank
BGC0001392.5	ACU62764.1	GenBank
BGC0001393.5	CCB53257.1	GenBank
BGC0001393.5	CCB53258.1	GenBank
BGC0001393.5	CCB53259.1	GenBank
BGC0001393.5	CCB53260.1	GenBank
BGC0001393.5	CCB53261.1	GenBank
BGC0001393.5	CCB53262.1	GenBank
BGC0001393.5	CCB53263.1	GenBank
BGC0001393.5	CCB53264.1	GenBank
BGC0001393.5	CCB53265.1	GenBank
BGC0001393.5	CCB53266.1	GenBank
BGC0001393.5	CCB53267.1	GenBank
BGC0001393.5	CCB53268.1	GenBank
BGC0001393.5	CCB53269.1	GenBank
BGC0001393.5	CCB53270.1	GenBank
BGC0001393.5	CCB53271.1	GenBank
BGC0001394.5	AGC45616.1	GenBank
BGC0001394.5	AGC45617.1	GenBank
BGC0001394.5	AGC45618.1	GenBank
BGC0001394.5	AGC45619.1	GenBank
BGC0001394.5	AGC45620.1	GenBank
BGC0001394.5	AGC45621.1	GenBank
BGC0001394.5	AGC45622.1	GenBank
BGC0001394.5	AGC45623.1	GenBank
BGC0001394.5	AGC45624.1	GenBank
BGC0001394.5	AGC45625.1	GenBank
BGC0001394.5	AGC45626.1	GenBank
BGC0001394.5	AGC45627.1	GenBank
BGC0001395.5	ANQ31704.1	GenBank
BGC0001395.5	ANQ31705.1	GenBank
BGC0001395.5	ANQ31706.1	GenBank
BGC0001395.5	ANQ31707.1	GenBank
BGC0001395.5	ANQ31708.1	GenBank
BGC0001395.5	ANQ31709.1	GenBank
BGC0001395.5	ANQ31710.1	GenBank
BGC0001395.5	ANQ31711.1	GenBank
BGC0001395.5	ANQ31712.1	GenBank
BGC0001395.5	ANQ31713.1	GenBank
BGC0001395.5	ANQ31714.1	GenBank
BGC0001395.5	ANQ31715.1	GenBank
BGC0001395.5	ANQ31716.1	GenBank
BGC0001395.5	ANQ31717.1	GenBank
BGC0001395.5	ANQ31718.1	GenBank
BGC0001395.5	ANQ31719.1	GenBank
BGC0001395.5	ANQ31720.1	GenBank
BGC0001395.5	ANQ31721.1	GenBank
BGC0001396.5	ANC94957.1	GenBank
BGC0001396.5	ANC94958.1	GenBank
BGC0001396.5	ANC94959.1	GenBank
BGC0001396.5	ANC94960.1	GenBank
BGC0001396.5	ANC94961.1	GenBank
BGC0001396.5	ANC94962.1	GenBank
BGC0001396.5	ANC94963.1	GenBank
BGC0001396.5	ANC94964.1	GenBank
BGC0001396.5	ANC94965.1	GenBank
BGC0001396.5	ANC94966.1	GenBank
BGC0001396.5	ANC94967.1	GenBank
BGC0001396.5	ANC94968.1	GenBank
BGC0001396.5	ANC94969.1	GenBank
BGC0001396.5	ANC94970.1	GenBank
BGC0001396.5	ANC94971.1	GenBank
BGC0001396.5	ANC94973.1	GenBank
BGC0001396.5	ANC94972.1	GenBank
BGC0001396.5	ANC94974.1	GenBank
BGC0001396.5	ANC94975.1	GenBank
BGC0001396.5	ANC94976.1	GenBank
BGC0001396.5	ANC94977.1	GenBank
BGC0001396.5	ANC94978.1	GenBank
BGC0001396.5	ANC94979.1	GenBank
BGC0001396.5	ANC94980.1	GenBank
BGC0001396.5	ANC94981.1	GenBank
BGC0001396.5	ANC94982.1	GenBank
BGC0001396.5	ANC94983.1	GenBank
BGC0001396.5	ANC94984.1	GenBank
BGC0001396.5	ANC94985.1	GenBank
BGC0001396.5	ANC94986.1	GenBank
BGC0001396.5	ANC94987.1	GenBank
BGC0001396.5	ANC94988.1	GenBank
BGC0001396.5	ANC94989.1	GenBank
BGC0001396.5	ANC94990.1	GenBank
BGC0001396.5	ANC94991.1	GenBank
BGC0001396.5	ANC94992.1	GenBank
BGC0001396.5	ANC94993.1	GenBank
BGC0001396.5	ANC94994.1	GenBank
BGC0001397.5	ALU98527.1	GenBank
BGC0001397.5	ALU98419.1	GenBank
BGC0001397.5	ALU98420.1	GenBank
BGC0001397.5	ALU98528.1	GenBank
BGC0001397.5	ALU98421.1	GenBank
BGC0001397.5	ALU98422.1	GenBank
BGC0001397.5	ALU98423.1	GenBank
BGC0001397.5	ALU98424.1	GenBank
BGC0001397.5	ALU98425.1	GenBank
BGC0001397.5	ALU98426.1	GenBank
BGC0001397.5	ALU98529.1	GenBank
BGC0001397.5	ALU98427.1	GenBank
BGC0001397.5	ALU98530.1	GenBank
BGC0001397.5	ALU98428.1	GenBank
BGC0001397.5	ALU98429.1	GenBank
BGC0001397.5	ALU98430.1	GenBank
BGC0001397.5	ALU98431.1	GenBank
BGC0001397.5	ALU98432.1	GenBank
BGC0001397.5	ALU98433.1	GenBank
BGC0001397.5	ALU98434.1	GenBank
BGC0001397.5	ALU98435.1	GenBank
BGC0001397.5	ALU98436.1	GenBank
BGC0001397.5	ALU98531.1	GenBank
BGC0001397.5	ALU98437.1	GenBank
BGC0001397.5	ALU98438.1	GenBank
BGC0001397.5	ALU98439.1	GenBank
BGC0001397.5	ALU98440.1	GenBank
BGC0001397.5	ALU98441.1	GenBank
BGC0001397.5	ALU98442.1	GenBank
BGC0001397.5	ALU98443.1	GenBank
BGC0001397.5	ALU98444.1	GenBank
BGC0001397.5	ALU98445.1	GenBank
BGC0001397.5	ALU98532.1	GenBank
BGC0001397.5	ALU98446.1	GenBank
BGC0001397.5	ALU98447.1	GenBank
BGC0001397.5	ALU98448.1	GenBank
BGC0001397.5	ALU98449.1	GenBank
BGC0001397.5	ALU98450.1	GenBank
BGC0001397.5	ALU98451.1	GenBank
BGC0001397.5	ALU98533.1	GenBank
BGC0001397.5	ALU98452.1	GenBank
BGC0001397.5	ALU98453.1	GenBank
BGC0001397.5	ALU98454.1	GenBank
BGC0001397.5	ALU98455.1	GenBank
BGC0001397.5	ALU98456.1	GenBank
BGC0001397.5	ALU98457.1	GenBank
BGC0001397.5	ALU98458.1	GenBank
BGC0001397.5	ALU98459.1	GenBank
BGC0001397.5	ALU98460.1	GenBank
BGC0001397.5	ALU98461.1	GenBank
BGC0001397.5	ALU98462.1	GenBank
BGC0001397.5	ALU98463.1	GenBank
BGC0001397.5	ALU98534.1	GenBank
BGC0001397.5	ALU98464.1	GenBank
BGC0001397.5	ALU98465.1	GenBank
BGC0001397.5	ALU98466.1	GenBank
BGC0001397.5	ALU98467.1	GenBank
BGC0001397.5	ALU98468.1	GenBank
BGC0001398.2	BDA39134.1	GenBank
BGC0001398.2	BDA39135.1	GenBank
BGC0001398.2	BDA39136.1	GenBank
BGC0001398.2	BDA39137.1	GenBank
BGC0001398.2	BDA39138.1	GenBank
BGC0001398.2	BDA39139.1	GenBank
BGC0001398.2	BDA39140.1	GenBank
BGC0001398.2	BDA39141.1	GenBank
BGC0001398.2	BDA39142.1	GenBank
BGC0001398.2	BDA39143.1	GenBank
BGC0001398.2	BDA39144.1	GenBank
BGC0001398.2	BDA39145.1	GenBank
BGC0001398.2	BDA39146.1	GenBank
BGC0001398.2	BDA39147.1	GenBank
BGC0001398.2	BDA39148.1	GenBank
BGC0001398.2	BDA39149.1	GenBank
BGC0001398.2	BDA39150.1	GenBank
BGC0001398.2	BDA39151.1	GenBank
BGC0001398.2	BDA39152.1	GenBank
BGC0001398.2	BDA39153.1	GenBank
BGC0001398.2	BDA39154.1	GenBank
BGC0001399.4	XP_661100.1	GenBank
BGC0001399.4	XP_661099.1	GenBank
BGC0001399.4	XP_661098.1	GenBank
BGC0001399.4	XP_661097.1	GenBank
BGC0001399.4	XP_661096.1	GenBank
BGC0001399.4	XP_661095.1	GenBank
BGC0001399.4	XP_661094.1	GenBank
BGC0001400.3	XP_001218238.1	GenBank
BGC0001400.3	XP_001218239.1	GenBank
BGC0001400.3	XP_001218240.1	GenBank
BGC0001400.3	XP_001218241.1	GenBank
BGC0001400.3	XP_001218242.1	GenBank
BGC0001403.3	XP_751388.1	GenBank
BGC0001403.3	XP_751387.1	GenBank
BGC0001403.3	XP_751386.2	GenBank
BGC0001403.3	XP_751385.1	GenBank
BGC0001403.3	XP_751384.1	GenBank
BGC0001403.3	XP_751383.1	GenBank
BGC0001403.3	XP_751382.2	GenBank
BGC0001403.3	XP_751381.1	GenBank
BGC0001403.3	XP_751380.1	GenBank
BGC0001403.3	XP_751379.2	GenBank
BGC0001403.3	XP_751378.1	GenBank
BGC0001403.3	XP_751377.1	GenBank
BGC0001403.3	XP_751376.1	GenBank
BGC0001403.3	XP_751375.1	GenBank
BGC0001404.3	CAP95402.1	GenBank
BGC0001404.3	CAP95403.1	GenBank
BGC0001404.3	CAP95404.1	GenBank
BGC0001404.3	CAP95405.1	GenBank
BGC0001404.3	CAP95406.1	GenBank
BGC0001404.3	CAP95407.1	GenBank
BGC0001404.3	CAP95408.1	GenBank
BGC0001405.4	XP_001225289.1	GenBank
BGC0001405.4	XP_001225290.1	GenBank
BGC0001405.4	XP_001225291.1	GenBank
BGC0001405.4	XP_001225292.1	GenBank
BGC0001405.4	XP_001225293.1	GenBank
BGC0001405.4	XP_001225294.1	GenBank
BGC0001405.4	XP_001225295.1	GenBank
BGC0001405.4	XP_001225296.1	GenBank
BGC0001405.4	XP_001225297.1	GenBank
BGC0001405.4	XP_001225298.1	GenBank
BGC0001405.4	XP_001225299.1	GenBank
BGC0001405.4	XP_001225300.1	GenBank
BGC0001405.4	A0A0K0MCJ4.1	GenBank
BGC0001405.4	XP_001225302.1	GenBank
BGC0001405.4	XP_001225303.1	GenBank
BGC0001405.4	XP_001225304.1	GenBank
BGC0001405.4	XP_001225305.1	GenBank
BGC0001405.4	XP_001225306.1	GenBank
BGC0001406.5	ALV86847.1	GenBank
BGC0001406.5	ALV86848.1	GenBank
BGC0001406.5	ALV86849.1	GenBank
BGC0001406.5	ALV86850.1	GenBank
BGC0001406.5	ALV86851.1	GenBank
BGC0001406.5	ALV86852.1	GenBank
BGC0001406.5	ALV86853.1	GenBank
BGC0001406.5	ALV86854.1	GenBank
BGC0001406.5	ALV86855.1	GenBank
BGC0001406.5	ALV86856.1	GenBank
BGC0001406.5	ALV86857.1	GenBank
BGC0001406.5	ALV86858.1	GenBank
BGC0001406.5	ALV86859.1	GenBank
BGC0001406.5	ALV86860.1	GenBank
BGC0001406.5	ALV86861.1	GenBank
BGC0001406.5	ALV86862.1	GenBank
BGC0001406.5	ALV86863.1	GenBank
BGC0001406.5	ALV86864.1	GenBank
BGC0001406.5	ALV86865.1	GenBank
BGC0001406.5	ALV86866.1	GenBank
BGC0001406.5	ALV86867.1	GenBank
BGC0001406.5	ALV86868.1	GenBank
BGC0001406.5	ALV86869.1	GenBank
BGC0001406.5	ALV86870.1	GenBank
BGC0001406.5	ALV86871.1	GenBank
BGC0001406.5	ALV86872.1	GenBank
BGC0001406.5	ALV86873.1	GenBank
BGC0001406.5	ALV86874.1	GenBank
BGC0001406.5	ALV86875.1	GenBank
BGC0001406.5	ALV86876.1	GenBank
BGC0001406.5	ALV86877.1	GenBank
BGC0001406.5	ALV86878.1	GenBank
BGC0001406.5	ALV86879.1	GenBank
BGC0001406.5	ALV86880.1	GenBank
BGC0001407.5	EFI65088.1	GenBank
BGC0001407.5	EFI65089.1	GenBank
BGC0001407.5	EFI65090.1	GenBank
BGC0001407.5	EFI65091.1	GenBank
BGC0001407.5	EFI65092.1	GenBank
BGC0001407.5	EFI65093.1	GenBank
BGC0001407.5	EFI65094.1	GenBank
BGC0001407.5	EFI65095.1	GenBank
BGC0001407.5	EFI65096.1	GenBank
BGC0001407.5	EFI65097.1	GenBank
BGC0001407.5	EFI65098.1	GenBank
BGC0001408.5	BAE68109.1	GenBank
BGC0001408.5	BAE68110.1	GenBank
BGC0001408.5	BAE68111.1	GenBank
BGC0001408.5	BAE68112.1	GenBank
BGC0001408.5	BAE68113.1	GenBank
BGC0001408.5	BAE68114.1	GenBank
BGC0001408.5	BAE68115.1	GenBank
BGC0001409.5	AKD43489.1	GenBank
BGC0001409.5	AKD43490.1	GenBank
BGC0001409.5	AKD43491.1	GenBank
BGC0001409.5	AKD43492.1	GenBank
BGC0001409.5	AKD43493.1	GenBank
BGC0001409.5	AKD43494.1	GenBank
BGC0001409.5	AKD43495.1	GenBank
BGC0001409.5	AKD43496.1	GenBank
BGC0001409.5	AKD43498.1	GenBank
BGC0001409.5	AKD43497.1	GenBank
BGC0001409.5	AKD43499.1	GenBank
BGC0001409.5	AKD43500.1	GenBank
BGC0001409.5	AKD43501.1	GenBank
BGC0001409.5	AKD43502.1	GenBank
BGC0001409.5	AKD43503.1	GenBank
BGC0001409.5	AKD43504.1	GenBank
BGC0001409.5	AKD43505.1	GenBank
BGC0001409.5	AKD43506.1	GenBank
BGC0001409.5	AKD43507.1	GenBank
BGC0001409.5	AKD43508.1	GenBank
BGC0001409.5	AKD43509.1	GenBank
BGC0001409.5	AKD43510.1	GenBank
BGC0001409.5	AKD43511.1	GenBank
BGC0001409.5	AKD43537.1	GenBank
BGC0001409.5	AKD43512.1	GenBank
BGC0001409.5	AKD43513.1	GenBank
BGC0001409.5	AKD43514.1	GenBank
BGC0001409.5	AKD43515.1	GenBank
BGC0001409.5	AKD43516.1	GenBank
BGC0001409.5	AKD43517.1	GenBank
BGC0001409.5	AKD43518.1	GenBank
BGC0001409.5	AKD43519.1	GenBank
BGC0001409.5	AKD43520.1	GenBank
BGC0001409.5	AKD43521.1	GenBank
BGC0001409.5	AKD43522.1	GenBank
BGC0001409.5	AKD43523.1	GenBank
BGC0001409.5	AKD43524.1	GenBank
BGC0001409.5	AKD43525.1	GenBank
BGC0001409.5	AKD43526.1	GenBank
BGC0001409.5	AKD43527.1	GenBank
BGC0001409.5	AKD43528.1	GenBank
BGC0001409.5	AKD43529.1	GenBank
BGC0001409.5	AKD43530.1	GenBank
BGC0001409.5	AKD43531.1	GenBank
BGC0001409.5	AKD43532.1	GenBank
BGC0001409.5	AKD43533.1	GenBank
BGC0001409.5	AKD43534.1	GenBank
BGC0001409.5	AKD43535.1	GenBank
BGC0001409.5	AKD43536.1	GenBank
BGC0001410.3	AAK68911.1	GenBank
BGC0001410.3	AAK68912.1	GenBank
BGC0001410.3	AAK68913.1	GenBank
BGC0001410.3	AAK68914.1	GenBank
BGC0001410.3	AAK68915.1	GenBank
BGC0001410.3	AAK68916.1	GenBank
BGC0001410.3	AAK68917.1	GenBank
BGC0001410.3	AAK68918.1	GenBank
BGC0001410.3	AAK68919.1	GenBank
BGC0001410.3	AAK68920.1	GenBank
BGC0001410.3	AAK68921.1	GenBank
BGC0001410.3	AAK68922.1	GenBank
BGC0001410.3	AAK68923.1	GenBank
BGC0001410.3	AAK68924.1	GenBank
BGC0001410.3	AAK68925.1	GenBank
BGC0001411.3	AAL61888.1	GenBank
BGC0001411.3	AAL61889.1	GenBank
BGC0001411.3	AAL61890.1	GenBank
BGC0001411.3	AAL61891.1	GenBank
BGC0001411.3	AAL61892.1	GenBank
BGC0001411.3	AAL61893.1	GenBank
BGC0001411.3	AAL61894.1	GenBank
BGC0001411.3	AAG26461.1	GenBank
BGC0001411.3	AAG26462.1	GenBank
BGC0001411.3	AAG26463.1	GenBank
BGC0001411.3	AAG26464.1	GenBank
BGC0001411.3	AAG26465.1	GenBank
BGC0001411.3	AAG26466.1	GenBank
BGC0001411.3	AAG26467.1	GenBank
BGC0001411.3	AAG26468.1	GenBank
BGC0001411.3	AAG26469.1	GenBank
BGC0001411.3	AAG26470.1	GenBank
BGC0001411.3	AAG26471.1	GenBank
BGC0001411.3	AAG26472.1	GenBank
BGC0001411.3	AAG26473.1	GenBank
BGC0001411.3	AAG26474.1	GenBank
BGC0001411.3	AAG26475.1	GenBank
BGC0001411.3	AAG26476.1	GenBank
BGC0001411.3	AAG26477.1	GenBank
BGC0001411.3	AAG26478.1	GenBank
BGC0001411.3	AAG26479.1	GenBank
BGC0001411.3	AAG26480.1	GenBank
BGC0001411.3	AAG26481.1	GenBank
BGC0001411.3	AAG26482.1	GenBank
BGC0001411.3	AAG26483.1	GenBank
BGC0001412.3	AAD40705.1	GenBank
BGC0001412.3	AAD40706.1	GenBank
BGC0001412.3	AAD40707.1	GenBank
BGC0001412.3	AAD40708.1	GenBank
BGC0001412.3	AAD40709.1	GenBank
BGC0001412.3	AAD40710.1	GenBank
BGC0001412.3	AAD40711.1	GenBank
BGC0001412.3	AAD40712.1	GenBank
BGC0001412.3	AAD40713.1	GenBank
BGC0001412.3	AAD40714.1	GenBank
BGC0001412.3	AAD40715.1	GenBank
BGC0001412.3	AAD40716.1	GenBank
BGC0001412.3	AAD40717.1	GenBank
BGC0001412.3	AAD40718.1	GenBank
BGC0001412.3	AAD40719.1	GenBank
BGC0001412.3	AAD40720.1	GenBank
BGC0001412.3	AAD40721.1	GenBank
BGC0001412.3	AAD40722.1	GenBank
BGC0001412.3	AAD40723.1	GenBank
BGC0001412.3	AAD40724.1	GenBank
BGC0001412.3	AAD40725.1	GenBank
BGC0001412.3	AAD40726.1	GenBank
BGC0001412.3	AAD40727.1	GenBank
BGC0001412.3	AAD40728.1	GenBank
BGC0001412.3	AAD40729.1	GenBank
BGC0001413.5	AKP45383.1	GenBank
BGC0001413.5	AKP45384.1	GenBank
BGC0001413.5	AKP45385.1	GenBank
BGC0001413.5	AKP45386.1	GenBank
BGC0001413.5	AKP45388.1	GenBank
BGC0001413.5	AKP45389.1	GenBank
BGC0001413.5	AKP45387.1	GenBank
BGC0001413.5	AKP45390.1	GenBank
BGC0001413.5	AKP45391.1	GenBank
BGC0001413.5	AKP45392.1	GenBank
BGC0001413.5	AKP45393.1	GenBank
BGC0001413.5	AKP45394.1	GenBank
BGC0001413.5	AKP45395.1	GenBank
BGC0001413.5	AKP45396.1	GenBank
BGC0001413.5	AKP45397.1	GenBank
BGC0001413.5	AKP45398.1	GenBank
BGC0001413.5	AKP45399.1	GenBank
BGC0001413.5	AKP45400.1	GenBank
BGC0001413.5	AKP45401.1	GenBank
BGC0001413.5	AKP45402.1	GenBank
BGC0001413.5	AKP45403.1	GenBank
BGC0001413.5	AKP45404.1	GenBank
BGC0001413.5	AKP45405.1	GenBank
BGC0001413.5	AKP45406.1	GenBank
BGC0001414.5	AKC91842.1	GenBank
BGC0001414.5	AKC91843.1	GenBank
BGC0001414.5	AKC91844.1	GenBank
BGC0001414.5	AKC91845.1	GenBank
BGC0001414.5	AKC91846.1	GenBank
BGC0001414.5	AKC91847.1	GenBank
BGC0001414.5	AKC91848.1	GenBank
BGC0001414.5	AKC91849.1	GenBank
BGC0001414.5	AKC91850.1	GenBank
BGC0001414.5	AKC91851.1	GenBank
BGC0001414.5	AKC91852.1	GenBank
BGC0001414.5	AKC91853.1	GenBank
BGC0001414.5	AKC91854.1	GenBank
BGC0001414.5	AKC91855.1	GenBank
BGC0001414.5	AKC91856.1	GenBank
BGC0001414.5	AKC91857.1	GenBank
BGC0001414.5	AKC91858.1	GenBank
BGC0001414.5	AKC91859.1	GenBank
BGC0001414.5	AKC91860.1	GenBank
BGC0001414.5	AKC91861.1	GenBank
BGC0001414.5	AKC91862.1	GenBank
BGC0001414.5	AKC91863.1	GenBank
BGC0001414.5	AKC91864.1	GenBank
BGC0001414.5	AKC91865.1	GenBank
BGC0001414.5	AKC91866.1	GenBank
BGC0001414.5	AKC91867.1	GenBank
BGC0001415.4	CDG12863.1	GenBank
BGC0001415.4	CDG12864.1	GenBank
BGC0001415.4	CDG12865.1	GenBank
BGC0001415.4	CDG12866.1	GenBank
BGC0001415.4	CDG12867.1	GenBank
BGC0001415.4	CDG12868.1	GenBank
BGC0001415.4	CDG12869.1	GenBank
BGC0001415.4	CDG12870.1	GenBank
BGC0001416.5	KPN90367.1	GenBank
BGC0001416.5	KPN90368.1	GenBank
BGC0001416.5	KPN90369.1	GenBank
BGC0001416.5	KPN93065.1	GenBank
BGC0001416.5	KPN90370.1	GenBank
BGC0001416.5	KPN90371.1	GenBank
BGC0001416.5	KPN90372.1	GenBank
BGC0001416.5	KPN90373.1	GenBank
BGC0001416.5	KPN90374.1	GenBank
BGC0001416.5	KPN90375.1	GenBank
BGC0001416.5	KPN92955.1	GenBank
BGC0001416.5	KPN93063.1	GenBank
BGC0001416.5	KPN93064.1	GenBank
BGC0001416.5	KPN90376.1	GenBank
BGC0001417.4	APZ78674.1	GenBank
BGC0001417.4	APZ78675.1	GenBank
BGC0001417.4	APZ78676.1	GenBank
BGC0001417.4	APZ78677.1	GenBank
BGC0001417.4	APZ78678.1	GenBank
BGC0001417.4	APZ78679.1	GenBank
BGC0001417.4	APZ78680.1	GenBank
BGC0001417.4	APZ78681.1	GenBank
BGC0001417.4	APZ78682.1	GenBank
BGC0001417.4	APZ78683.1	GenBank
BGC0001417.4	APZ78684.1	GenBank
BGC0001417.4	APZ78685.1	GenBank
BGC0001418.4	APZ78686.1	GenBank
BGC0001418.4	APZ78687.1	GenBank
BGC0001418.4	APZ78688.1	GenBank
BGC0001418.4	APZ78689.1	GenBank
BGC0001418.4	APZ78690.1	GenBank
BGC0001418.4	APZ78691.1	GenBank
BGC0001418.4	APZ78692.1	GenBank
BGC0001418.4	APZ78693.1	GenBank
BGC0001418.4	APZ78694.1	GenBank
BGC0001418.4	APZ78695.1	GenBank
