accession	protein_id	datatype
BGC0001211.5	AMYAL_RS0130205	Not in NCBI
BGC0001211.5	AMYAL_RS0130210	Not in NCBI
BGC0001211.5	AMYAL_RS0130215	Not in NCBI
BGC0001211.5	AMYAL_RS0130220	Not in NCBI
BGC0001211.5	AMYAL_RS0130225	Not in NCBI
BGC0001211.5	AMYAL_RS0130230	Not in NCBI
BGC0001211.5	AMYAL_RS0130235	Not in NCBI
BGC0001211.5	AMYAL_RS0130240	Not in NCBI
BGC0001211.5	AMYAL_RS0130245	Not in NCBI
BGC0001212.4	ALD82521.1	GenBank
BGC0001212.4	ALD82522.1	GenBank
BGC0001212.4	ALD82523.1	GenBank
BGC0001212.4	ALD82524.1	GenBank
BGC0001212.4	ALD82525.1	GenBank
BGC0001212.4	ALD82526.1	GenBank
BGC0001212.4	ALD82527.1	GenBank
BGC0001212.4	ALD82528.1	GenBank
BGC0001212.4	ALD82529.1	GenBank
BGC0001212.4	ALD82530.1	GenBank
BGC0001212.4	ALD82531.1	GenBank
BGC0001212.4	ALD82532.1	GenBank
BGC0001212.4	ALD82533.1	GenBank
BGC0001212.4	ALD82534.1	GenBank
BGC0001213.5	CF54_07265	Not in NCBI
BGC0001213.5	CF54_07270	Not in NCBI
BGC0001213.5	CF54_07280	Not in NCBI
BGC0001213.5	CF54_07285	Not in NCBI
BGC0001213.5	CF54_07290	Not in NCBI
BGC0001213.5	CF54_07295	Not in NCBI
BGC0001213.5	CF54_07305	Not in NCBI
BGC0001213.5	CF54_07310	Not in NCBI
BGC0001213.5	CF54_07315	Not in NCBI
BGC0001213.5	CF54_07325	Not in NCBI
BGC0001213.5	CF54_07330	Not in NCBI
BGC0001213.5	CF54_07335	Not in NCBI
BGC0001213.5	CF54_07345	Not in NCBI
BGC0001213.5	CF54_07350	Not in NCBI
BGC0001213.5	CF54_07355	Not in NCBI
BGC0001213.5	CF54_07360	Not in NCBI
BGC0001213.5	CF54_07365	Not in NCBI
BGC0001213.5	CF54_07370	Not in NCBI
BGC0001213.5	CF54_07375	Not in NCBI
BGC0001213.5	CF54_07380	Not in NCBI
BGC0001213.5	CF54_07385	Not in NCBI
BGC0001213.5	CF54_07390	Not in NCBI
BGC0001213.5	CF54_07395	Not in NCBI
BGC0001213.5	CF54_07400	Not in NCBI
BGC0001213.5	CF54_07405	Not in NCBI
BGC0001213.5	CF54_07410	Not in NCBI
BGC0001213.5	CF54_07415	Not in NCBI
BGC0001214.5	AJV88371.1	GenBank
BGC0001214.5	AJV88372.1	GenBank
BGC0001214.5	AJV88373.1	GenBank
BGC0001214.5	AJV88374.1	GenBank
BGC0001214.5	AJV88375.1	GenBank
BGC0001214.5	AJV88376.1	GenBank
BGC0001214.5	AJV88377.1	GenBank
BGC0001214.5	AJV88378.1	GenBank
BGC0001214.5	AJV88379.1	GenBank
BGC0001214.5	AJV88380.1	GenBank
BGC0001214.5	AJV88381.1	GenBank
BGC0001214.5	AJV88382.1	GenBank
BGC0001214.5	AJV88383.1	GenBank
BGC0001214.5	AJV88384.1	GenBank
BGC0001214.5	AJV88385.1	GenBank
BGC0001214.5	AJV88386.1	GenBank
BGC0001214.5	AJV88387.1	GenBank
BGC0001214.5	AJV88388.1	GenBank
BGC0001214.5	AJV88389.1	GenBank
BGC0001214.5	AJV88390.1	GenBank
BGC0001214.5	AJV88391.1	GenBank
BGC0001214.5	AJV88392.1	GenBank
BGC0001214.5	AJV88393.1	GenBank
BGC0001214.5	AJV88394.1	GenBank
BGC0001215.5	CRI73788.1	GenBank
BGC0001215.5	CRI73789.1	GenBank
BGC0001215.5	CRI73790.1	GenBank
BGC0001215.5	CRI73791.1	GenBank
BGC0001215.5	CRI73792.1	GenBank
BGC0001215.5	CRI73793.1	GenBank
BGC0001215.5	CRI73794.1	GenBank
BGC0001215.5	CRI73795.1	GenBank
BGC0001215.5	CRI73796.1	GenBank
BGC0001215.5	CRI73797.1	GenBank
BGC0001215.5	CRI73798.1	GenBank
BGC0001215.5	CRI73799.1	GenBank
BGC0001215.5	CRI73800.1	GenBank
BGC0001215.5	CRI73801.1	GenBank
BGC0001215.5	CRI73802.1	GenBank
BGC0001215.5	CRI73803.1	GenBank
BGC0001215.5	CRI73804.1	GenBank
BGC0001215.5	CRI73805.1	GenBank
BGC0001215.5	CRI73806.1	GenBank
BGC0001216.5	AKA54624.1	GenBank
BGC0001216.5	AKA54625.1	GenBank
BGC0001216.5	AKA54626.1	GenBank
BGC0001216.5	AKA54627.1	GenBank
BGC0001216.5	AKA54628.1	GenBank
BGC0001216.5	AKA54629.1	GenBank
BGC0001216.5	AKA54630.1	GenBank
BGC0001216.5	AKA54631.1	GenBank
BGC0001216.5	AKA54632.1	GenBank
BGC0001216.5	AKA54633.1	GenBank
BGC0001216.5	AKA54634.1	GenBank
BGC0001216.5	AKA54635.1	GenBank
BGC0001216.5	AKA54636.1	GenBank
BGC0001216.5	AKA54637.1	GenBank
BGC0001216.5	AKA54638.1	GenBank
BGC0001216.5	AKA54639.1	GenBank
BGC0001217.5	AIN46707.1	GenBank
BGC0001217.5	AIN46709.1	GenBank
BGC0001217.5	AIN46708.1	GenBank
BGC0001218.3	AKC54417.1	GenBank
BGC0001218.3	AKC54418.1	GenBank
BGC0001218.3	AKC54420.1	GenBank
BGC0001218.3	AKC54421.1	GenBank
BGC0001218.3	AKC54419.1	GenBank
BGC0001218.3	AKC54422.1	GenBank
BGC0001219.3	CHGG_08793	Not in NCBI
BGC0001219.3	CHGG_08794	Not in NCBI
BGC0001219.3	CHGG_08795	Not in NCBI
BGC0001219.3	CHGG_08796	Not in NCBI
BGC0001219.3	CHGG_08797	Not in NCBI
BGC0001219.3	CHGG_08798	Not in NCBI
BGC0001219.3	CHGG_08799	Not in NCBI
BGC0001220.4	ASPACDRAFT_51502	Not in NCBI
BGC0001220.4	ASPACDRAFT_42018	Not in NCBI
BGC0001220.4	ASPACDRAFT_26446	Not in NCBI
BGC0001220.4	ASPACDRAFT_51504	Not in NCBI
BGC0001220.4	ASPACDRAFT_2707	Not in NCBI
BGC0001220.4	ASPACDRAFT_42022	Not in NCBI
BGC0001220.4	ASPACDRAFT_77431	Not in NCBI
BGC0001220.4	ASPACDRAFT_4483	Not in NCBI
BGC0001220.4	ASPACDRAFT_42025	Not in NCBI
BGC0001220.4	ASPACDRAFT_77432	Not in NCBI
BGC0001220.4	ASPACDRAFT_42027	Not in NCBI
BGC0001220.4	ASPACDRAFT_42028	Not in NCBI
BGC0001220.4	ASPACDRAFT_42029	Not in NCBI
BGC0001220.4	ASPACDRAFT_59413	Not in NCBI
BGC0001220.4	ASPACDRAFT_25680	Not in NCBI
BGC0001221.5	AIT42110.1	GenBank
BGC0001221.5	AIT42111.1	GenBank
BGC0001221.5	AIT42112.1	GenBank
BGC0001221.5	AIT42113.1	GenBank
BGC0001221.5	AIT42114.1	GenBank
BGC0001221.5	AIT42115.1	GenBank
BGC0001221.5	AIT42116.1	GenBank
BGC0001221.5	AIT42117.1	GenBank
BGC0001221.5	AIT42118.1	GenBank
BGC0001221.5	AIT42119.1	GenBank
BGC0001221.5	AIT42120.1	GenBank
BGC0001221.5	AIT42121.1	GenBank
BGC0001221.5	AIT42122.1	GenBank
BGC0001221.5	AIT42123.1	GenBank
BGC0001221.5	AIT42135.1	GenBank
BGC0001221.5	AIT42124.1	GenBank
BGC0001221.5	AIT42125.1	GenBank
BGC0001221.5	AIT42126.1	GenBank
BGC0001221.5	AIT42127.1	GenBank
BGC0001221.5	AIT42128.1	GenBank
BGC0001221.5	AIT42129.1	GenBank
BGC0001221.5	AIT42130.1	GenBank
BGC0001221.5	AIT42131.1	GenBank
BGC0001221.5	AIT42132.1	GenBank
BGC0001221.5	AIT42133.1	GenBank
BGC0001221.5	AIT42134.1	GenBank
BGC0001222.3	AJP07148.1	GenBank
BGC0001222.3	AJP07149.1	GenBank
BGC0001222.3	AJP07153.1	GenBank
BGC0001222.3	AJP07154.1	GenBank
BGC0001222.3	AJP07150.1	GenBank
BGC0001222.3	AJP07151.1	GenBank
BGC0001222.3	AJP07152.1	GenBank
BGC0001223.5	AKG47160.1	GenBank
BGC0001223.5	AKG47161.1	GenBank
BGC0001223.5	AKG47162.1	GenBank
BGC0001223.5	AKG47163.1	GenBank
BGC0001223.5	AKG47164.1	GenBank
BGC0001223.5	AKG47165.1	GenBank
BGC0001224.5	AKG47110.1	GenBank
BGC0001224.5	AKG47111.1	GenBank
BGC0001224.5	AKG47112.1	GenBank
BGC0001224.5	AKG47113.1	GenBank
BGC0001224.5	AKG47114.1	GenBank
BGC0001224.5	AKG47115.1	GenBank
BGC0001225.5	ADB92556.1	GenBank
BGC0001225.5	ADB92557.1	GenBank
BGC0001225.5	ADB92558.1	GenBank
BGC0001225.5	ADB92559.1	GenBank
BGC0001225.5	ADB92560.1	GenBank
BGC0001225.5	ADB92561.1	GenBank
BGC0001225.5	ADB92562.1	GenBank
BGC0001225.5	ADB92563.1	GenBank
BGC0001225.5	ADB92564.1	GenBank
BGC0001225.5	ADB92565.1	GenBank
BGC0001225.5	ADB92566.1	GenBank
BGC0001225.5	ADB92567.1	GenBank
BGC0001225.5	ADB92568.1	GenBank
BGC0001225.5	ADB92569.1	GenBank
BGC0001225.5	ADB92570.1	GenBank
BGC0001225.5	ADB92571.1	GenBank
BGC0001225.5	ADB92572.1	GenBank
BGC0001225.5	ADB92573.1	GenBank
BGC0001225.5	ADB92574.1	GenBank
BGC0001225.5	ADB92575.1	GenBank
BGC0001225.5	ADB92576.1	GenBank
BGC0001225.5	ADB92577.1	GenBank
BGC0001225.5	ADB92578.1	GenBank
BGC0001225.5	ADB92579.1	GenBank
BGC0001226.4	B446_00775	UniProt
BGC0001226.4	B446_00780	UniProt
BGC0001226.4	B446_00784	UniProt
BGC0001226.4	B446_00785	UniProt
BGC0001227.3	B446_02720	UniProt
BGC0001227.3	B446_02725	UniProt
BGC0001227.3	B446_02730	UniProt
BGC0001227.3	B446_02735	UniProt
BGC0001227.3	B446_02740	UniProt
BGC0001227.3	B446_02745	UniProt
BGC0001227.3	B446_02750	UniProt
BGC0001227.3	B446_02755	UniProt
BGC0001227.3	B446_02760	UniProt
BGC0001227.3	B446_02765	UniProt
BGC0001227.3	B446_02770	UniProt
BGC0001228.5	B110_RS0125630	Not in NCBI
BGC0001228.5	B110_RS27155	Not in NCBI
BGC0001228.5	B110_RS28510	Not in NCBI
BGC0001228.5	B110_RS27160	Not in NCBI
BGC0001228.5	B110_RS0125650	Not in NCBI
BGC0001228.5	B110_RS27165	Not in NCBI
BGC0001228.5	B110_RS28515	Not in NCBI
BGC0001228.5	B110_RS28520	Not in NCBI
BGC0001228.5	B110_RS27170	Not in NCBI
BGC0001228.5	B110_RS0125665	Not in NCBI
BGC0001228.5	B110_RS27175	Not in NCBI
BGC0001228.5	B110_RS0125675	Not in NCBI
BGC0001228.5	B110_RS0125680	Not in NCBI
BGC0001228.5	B110_RS27180	Not in NCBI
BGC0001228.5	B110_RS0125690	Not in NCBI
BGC0001228.5	B110_RS0125695	Not in NCBI
BGC0001228.5	B110_RS27185	Not in NCBI
BGC0001228.5	B110_RS27190	Not in NCBI
BGC0001228.5	B110_RS0125710	Not in NCBI
BGC0001228.5	B110_RS0125715	Not in NCBI
BGC0001228.5	B110_RS0125720	Not in NCBI
BGC0001228.5	B110_RS0125725	Not in NCBI
BGC0001228.5	B110_RS27195	Not in NCBI
BGC0001229.4	SBI_06987	Not in NCBI
BGC0001229.4	SBI_06988	Not in NCBI
BGC0001229.4	SBI_06989	Not in NCBI
BGC0001229.4	SBI_06990	Not in NCBI
BGC0001230.5	DAB41471.1	GenBank
BGC0001230.5	DAB41472.1	GenBank
BGC0001230.5	DAB41473.1	GenBank
BGC0001230.5	DAB41474.1	GenBank
BGC0001230.5	DAB41475.1	GenBank
BGC0001230.5	DAB41476.1	GenBank
BGC0001230.5	DAB41477.1	GenBank
BGC0001230.5	DAB41478.1	GenBank
BGC0001230.5	DAB41479.1	GenBank
BGC0001230.5	DAB41480.1	GenBank
BGC0001230.5	DAB41481.1	GenBank
BGC0001230.5	DAB41482.1	GenBank
BGC0001230.5	DAB41483.1	GenBank
BGC0001230.5	DAB41484.1	GenBank
BGC0001231.5	AHB82060.1	GenBank
BGC0001231.5	AHB82061.1	GenBank
BGC0001231.5	AHB82062.1	GenBank
BGC0001231.5	AHB82063.1	GenBank
BGC0001231.5	AHB82064.1	GenBank
BGC0001231.5	AHB82065.1	GenBank
BGC0001231.5	AHB82066.1	GenBank
BGC0001231.5	AHB82067.1	GenBank
BGC0001231.5	AHB82068.1	GenBank
BGC0001231.5	AHB82069.1	GenBank
BGC0001231.5	AHB82070.1	GenBank
BGC0001231.5	AHB82071.1	GenBank
BGC0001231.5	AHB82072.1	GenBank
BGC0001231.5	AHB82073.1	GenBank
BGC0001233.5	ALK27898.1	GenBank
BGC0001233.5	ALK27899.1	GenBank
BGC0001233.5	ALK27900.1	GenBank
BGC0001233.5	ALK27901.1	GenBank
BGC0001233.5	ALK27902.1	GenBank
BGC0001233.5	ALK27903.1	GenBank
BGC0001233.5	ALK27904.1	GenBank
BGC0001233.5	ALK27905.1	GenBank
BGC0001233.5	ALK27906.1	GenBank
BGC0001233.5	ALK27907.1	GenBank
BGC0001233.5	ALK27908.1	GenBank
BGC0001233.5	ALK27909.1	GenBank
BGC0001233.5	ALK27910.1	GenBank
BGC0001233.5	ALK27911.1	GenBank
BGC0001233.5	ALK27912.1	GenBank
BGC0001233.5	ALK27913.1	GenBank
BGC0001233.5	ALK27914.1	GenBank
BGC0001233.5	ALK27915.1	GenBank
BGC0001233.5	ALK27916.1	GenBank
BGC0001235.4	ANI24095.1	GenBank
BGC0001235.4	ANI24096.1	GenBank
BGC0001235.4	ANI24097.1	GenBank
BGC0001235.4	ANI24098.1	GenBank
BGC0001235.4	ANI24099.1	GenBank
BGC0001235.4	ANI24100.1	GenBank
BGC0001235.4	ANI24101.1	GenBank
BGC0001235.4	ANI24102.1	GenBank
BGC0001235.4	ANI24103.1	GenBank
BGC0001235.4	ANI24104.1	GenBank
BGC0001235.4	ANI24105.1	GenBank
BGC0001237.5	ALJ49909.1	GenBank
BGC0001237.5	ALJ49910.1	GenBank
BGC0001237.5	ALJ49911.1	GenBank
BGC0001237.5	ALJ49912.1	GenBank
BGC0001237.5	ALJ49913.1	GenBank
BGC0001237.5	ALJ49914.1	GenBank
BGC0001237.5	ALJ49915.1	GenBank
BGC0001237.5	ALJ49916.1	GenBank
BGC0001237.5	ALJ49917.1	GenBank
BGC0001237.5	ALJ49918.1	GenBank
BGC0001238.3	ACR44939.1	GenBank
BGC0001238.3	ACR44941.1	GenBank
BGC0001238.3	ACR44940.1	GenBank
BGC0001239.3	ACR44942.1	GenBank
BGC0001239.3	ACR44943.1	GenBank
BGC0001239.3	ACR44944.1	GenBank
BGC0001240.4	X797_010654	Not in NCBI
BGC0001241.4	AET79187.1	GenBank
BGC0001241.4	AET79176.1	GenBank
BGC0001241.4	AET79177.1	GenBank
BGC0001241.4	AET79178.1	GenBank
BGC0001241.4	AET79179.1	GenBank
BGC0001241.4	AET79191.1	GenBank
BGC0001241.4	AET79180.1	GenBank
BGC0001241.4	AET79189.1	GenBank
BGC0001241.4	AET79192.1	GenBank
BGC0001241.4	AET79190.1	GenBank
BGC0001241.4	AET79181.1	GenBank
BGC0001241.4	AET79188.1	GenBank
BGC0001241.4	AET79182.1	GenBank
BGC0001241.4	AET79183.1	GenBank
BGC0001241.4	AET79184.1	GenBank
BGC0001241.4	AET79185.1	GenBank
BGC0001241.4	AET79186.1	GenBank
BGC0001242.3	FF_03983	Not in NCBI
BGC0001242.3	CCE67070.1	GenBank
BGC0001242.3	CCE67071.1	GenBank
BGC0001242.3	CCE67072.1	GenBank
BGC0001242.3	CCE67073.1	GenBank
BGC0001242.3	CCE67074.1	GenBank
BGC0001242.3	CCE67075.1	GenBank
BGC0001242.3	FF_03990	Not in NCBI
BGC0001244.3	SNOG_00477	Not in NCBI
BGC0001245.3	AHV78243.1	GenBank
BGC0001245.3	AHV78245.1	GenBank
BGC0001245.3	AHV78244.1	GenBank
BGC0001245.3	AHV78246.1	GenBank
BGC0001245.3	AHV78247.1	GenBank
BGC0001245.3	AHV78248.1	GenBank
BGC0001246.3	AHV78249.1	GenBank
BGC0001246.3	AHV78250.1	GenBank
BGC0001246.3	AHV78251.1	GenBank
BGC0001246.3	AHV78252.1	GenBank
BGC0001246.3	AHV78253.1	GenBank
BGC0001246.3	AHV78254.1	GenBank
BGC0001248.3	ACF70484.1	GenBank
BGC0001249.5	AFN69082.1	GenBank
BGC0001250.4	AET13875.1	GenBank
BGC0001251.4	AET13879.1	GenBank
BGC0001252.4	BAN19720.1	GenBank
BGC0001254.3	BAJ14522.1	GenBank
BGC0001255.4	AGO86668.1	GenBank
BGC0001255.4	AGO86662.1	GenBank
BGC0001255.4	AGO86663.1	GenBank
BGC0001255.4	AGO86659.1	GenBank
BGC0001255.4	AGO86665.1	GenBank
BGC0001255.4	AGO86667.1	GenBank
BGC0001255.4	AGO86660.1	GenBank
BGC0001255.4	AGO86666.1	GenBank
BGC0001255.4	AGO86669.1	GenBank
BGC0001255.4	AGO86661.1	GenBank
BGC0001255.4	AGO86664.1	GenBank
BGC0001257.3	AAD38786.1	GenBank
BGC0001258.3	AAN59953.1	GenBank
BGC0001260.3	BAM84045.1	GenBank
BGC0001260.3	BAM84046.1	GenBank
BGC0001260.3	BAM84047.1	GenBank
BGC0001260.3	BAM84048.1	GenBank
BGC0001260.3	BAM84049.1	GenBank
BGC0001260.3	BAM84050.1	GenBank
BGC0001260.3	BAM84051.1	GenBank
BGC0001261.3	AAF01762.1	GenBank
BGC0001262.3	AFT9h	Not in NCBI
BGC0001262.3	BAO10614.1	GenBank
BGC0001262.3	BAO10615.1	GenBank
BGC0001262.3	BAO10616.1	GenBank
BGC0001262.3	BAO10617.1	GenBank
BGC0001262.3	BAO10618.1	GenBank
BGC0001264.3	BAQ25461.1	GenBank
BGC0001264.3	BAQ25462.1	GenBank
BGC0001264.3	BAQ25463.1	GenBank
BGC0001264.3	BAQ25464.1	GenBank
BGC0001264.3	BAQ25465.1	GenBank
BGC0001264.3	BAQ25466.1	GenBank
BGC0001264.3	BAQ25467.1	GenBank
BGC0001264.3	BAQ25468.1	GenBank
BGC0001266.3	ADM79459.1	GenBank
BGC0001266.3	ADM79460.1	GenBank
BGC0001266.3	ADM79461.1	GenBank
BGC0001267.3	ABV57814.1	GenBank
BGC0001267.3	ABV57815.1	GenBank
BGC0001267.3	ABV57816.1	GenBank
BGC0001267.3	ABV57817.1	GenBank
BGC0001267.3	ABV57818.1	GenBank
BGC0001267.3	ABV57819.1	GenBank
BGC0001267.3	ABV57820.1	GenBank
BGC0001267.3	ABV57821.1	GenBank
BGC0001267.3	ABV57822.1	GenBank
BGC0001267.3	ABV57823.1	GenBank
BGC0001267.3	ABV57824.1	GenBank
BGC0001267.3	ABV57825.1	GenBank
BGC0001267.3	ABV57826.1	GenBank
BGC0001268.4	AFP73394.1	GenBank
BGC0001273.3	AAS98200.1	GenBank
BGC0001275.3	AAX35547.1	GenBank
BGC0001276.3	BAA20102.2	GenBank
BGC0001277.4	AAO34671.1	GenBank
BGC0001277.4	AAO34672.1	GenBank
BGC0001277.4	AAO34673.1	GenBank
BGC0001277.4	AAO34674.1	GenBank
BGC0001277.4	AAO34675.1	GenBank
BGC0001277.4	AAO34676.1	GenBank
BGC0001277.4	AAK33086.1	GenBank
BGC0001277.4	AAK33082.2	GenBank
BGC0001277.4	AAK33083.1	GenBank
BGC0001277.4	AAK33085.1	GenBank
BGC0001277.4	AAK33084.1	GenBank
BGC0001277.4	AAK33079.1	GenBank
BGC0001277.4	AAK33087.1	GenBank
BGC0001277.4	AAK33080.1	GenBank
BGC0001277.4	AAK33081.1	GenBank
BGC0001277.4	AAN40836.1	GenBank
BGC0001277.4	AAO34677.1	GenBank
BGC0001277.4	AAO34678.1	GenBank
BGC0001277.4	AAO34679.1	GenBank
BGC0001277.4	AAO34680.1	GenBank
BGC0001277.4	AAO34681.1	GenBank
BGC0001277.4	AAO34682.1	GenBank
BGC0001278.4	AAO27746.2	GenBank
BGC0001278.4	AAO27747.1	GenBank
BGC0001278.4	AAO27748.1	GenBank
BGC0001278.4	AAO27749.1	GenBank
BGC0001278.4	AAO27750.1	GenBank
BGC0001278.4	AAO27751.1	GenBank
BGC0001278.4	AAK33077.1	GenBank
BGC0001278.4	AAK33076.1	GenBank
BGC0001278.4	AAK33072.1	GenBank
BGC0001278.4	AAK33073.1	GenBank
BGC0001278.4	AAK33075.1	GenBank
BGC0001278.4	AAK33074.1	GenBank
BGC0001278.4	AAK33069.1	GenBank
BGC0001278.4	AAK33078.1	GenBank
BGC0001278.4	AAK33070.1	GenBank
BGC0001278.4	AAK33071.1	GenBank
BGC0001278.4	AAN40834.1	GenBank
BGC0001278.4	AAN40835.1	GenBank
BGC0001278.4	AAO27752.1	GenBank
BGC0001278.4	AAO27753.1	GenBank
BGC0001278.4	AAO27754.1	GenBank
BGC0001278.4	AAO27755.1	GenBank
BGC0001278.4	AAO27756.1	GenBank
BGC0001278.4	AAO27757.1	GenBank
BGC0001281.3	UMAG_06356	Not in NCBI
BGC0001281.3	UMAG_06357	Not in NCBI
BGC0001281.3	UMAG_10993	Not in NCBI
BGC0001281.3	UMAG_06358	Not in NCBI
BGC0001281.3	UMAG_06359	Not in NCBI
BGC0001281.3	UMAG_06360	Not in NCBI
BGC0001281.3	UMAG_12336	Not in NCBI
BGC0001281.3	UMAG_06362	Not in NCBI
BGC0001281.3	UMAG_06363	Not in NCBI
BGC0001281.3	UMAG_12337	Not in NCBI
BGC0001281.3	UMAG_06365	Not in NCBI
BGC0001281.3	UMAG_06366	Not in NCBI
BGC0001281.3	UMAG_06367	Not in NCBI
BGC0001281.3	UMAG_06368	Not in NCBI
BGC0001281.3	UMAG_10996	Not in NCBI
BGC0001281.3	UMAG_06370	Not in NCBI
BGC0001281.3	UMAG_06371	Not in NCBI
BGC0001281.3	UMAG_06372	Not in NCBI
BGC0001281.3	UMAG_10997	Not in NCBI
BGC0001281.3	UMAG_10998	Not in NCBI
BGC0001281.3	UMAG_06374	Not in NCBI
BGC0001281.3	UMAG_10999	Not in NCBI
BGC0001281.3	UMAG_06376	Not in NCBI
BGC0001281.3	UMAG_06377	Not in NCBI
BGC0001281.3	UMAG_06378	Not in NCBI
BGC0001281.3	UMAG_11000	Not in NCBI
BGC0001281.3	UMAG_11001	Not in NCBI
BGC0001281.3	UMAG_11002	Not in NCBI
BGC0001281.3	UMAG_06381	Not in NCBI
BGC0001281.3	UMAG_12338	Not in NCBI
BGC0001281.3	UMAG_06383	Not in NCBI
BGC0001281.3	UMAG_06384	Not in NCBI
BGC0001281.3	UMAG_06385	Not in NCBI
BGC0001281.3	UMAG_06386	Not in NCBI
BGC0001281.3	UMAG_06387	Not in NCBI
BGC0001281.3	UMAG_06388	Not in NCBI
BGC0001281.3	UMAG_06389	Not in NCBI
BGC0001281.3	UMAG_06390	Not in NCBI
BGC0001281.3	UMAG_06391	Not in NCBI
BGC0001281.3	UMAG_11005	Not in NCBI
BGC0001281.3	UMAG_06393	Not in NCBI
BGC0001281.3	UMAG_06394	Not in NCBI
BGC0001281.3	UMAG_06395	Not in NCBI
BGC0001281.3	UMAG_06396	Not in NCBI
BGC0001281.3	UMAG_06397	Not in NCBI
BGC0001281.3	UMAG_06398	Not in NCBI
BGC0001281.3	UMAG_06399	Not in NCBI
BGC0001281.3	UMAG_06400	Not in NCBI
BGC0001281.3	UMAG_06401	Not in NCBI
BGC0001281.3	UMAG_06402	Not in NCBI
BGC0001281.3	UMAG_11007	Not in NCBI
BGC0001281.3	UMAG_11237	Not in NCBI
BGC0001281.3	UMAG_06404	Not in NCBI
BGC0001281.3	UMAG_06405	Not in NCBI
BGC0001281.3	UMAG_06406	Not in NCBI
BGC0001281.3	UMAG_06407	Not in NCBI
BGC0001281.3	UMAG_06408	Not in NCBI
BGC0001281.3	UMAG_11238	Not in NCBI
BGC0001281.3	UMAG_06410	Not in NCBI
BGC0001281.3	UMAG_06411	Not in NCBI
BGC0001281.3	UMAG_06412	Not in NCBI
BGC0001281.3	UMAG_06413	Not in NCBI
BGC0001281.3	UMAG_06414	Not in NCBI
BGC0001281.3	UMAG_11239	Not in NCBI
BGC0001281.3	UMAG_06416	Not in NCBI
BGC0001281.3	UMAG_06417	Not in NCBI
BGC0001281.3	UMAG_06418	Not in NCBI
BGC0001281.3	UMAG_06419	Not in NCBI
BGC0001281.3	UMAG_06420	Not in NCBI
BGC0001281.3	UMAG_06421_rename1	Not in NCBI
BGC0001281.3	UMAG_06421	Not in NCBI
BGC0001281.3	UMAG_06422	Not in NCBI
BGC0001281.3	UMAG_11241	Not in NCBI
BGC0001281.3	UMAG_06425	Not in NCBI
BGC0001281.3	UMAG_06426	Not in NCBI
BGC0001281.3	UMAG_06427	Not in NCBI
BGC0001281.3	UMAG_06428	Not in NCBI
BGC0001281.3	UMAG_06429	Not in NCBI
BGC0001281.3	UMAG_06430	Not in NCBI
BGC0001281.3	UMAG_06431	Not in NCBI
BGC0001281.3	UMAG_06433	Not in NCBI
BGC0001281.3	UMAG_06434	Not in NCBI
BGC0001281.3	UMAG_06439	Not in NCBI
BGC0001281.3	UMAG_06440	Not in NCBI
BGC0001281.3	UMAG_12043	Not in NCBI
BGC0001281.3	UMAG_12044	Not in NCBI
BGC0001281.3	UMAG_06443	Not in NCBI
BGC0001281.3	UMAG_12045	Not in NCBI
BGC0001281.3	UMAG_12046	Not in NCBI
BGC0001281.3	UMAG_12047	Not in NCBI
BGC0001281.3	UMAG_06445	Not in NCBI
BGC0001281.3	UMAG_12048	Not in NCBI
BGC0001281.3	UMAG_12049	Not in NCBI
BGC0001281.3	UMAG_06448	Not in NCBI
BGC0001281.3	UMAG_12050	Not in NCBI
BGC0001281.3	UMAG_06450	Not in NCBI
BGC0001281.3	UMAG_15103	Not in NCBI
BGC0001281.3	UMAG_12339	Not in NCBI
BGC0001281.3	UMAG_06453	Not in NCBI
BGC0001281.3	UMAG_06454	Not in NCBI
BGC0001281.3	UMAG_06455	Not in NCBI
BGC0001281.3	UMAG_06456	Not in NCBI
BGC0001281.3	UMAG_06458	Not in NCBI
BGC0001281.3	UMAG_06459	Not in NCBI
BGC0001281.3	UMAG_06460	Not in NCBI
BGC0001281.3	UMAG_06461	Not in NCBI
BGC0001281.3	UMAG_06462	Not in NCBI
BGC0001281.3	UMAG_11812	Not in NCBI
BGC0001281.3	UMAG_06464	Not in NCBI
BGC0001281.3	UMAG_06465	Not in NCBI
BGC0001281.3	UMAG_06466	Not in NCBI
BGC0001281.3	UMAG_06467	Not in NCBI
BGC0001281.3	UMAG_11813	Not in NCBI
BGC0001281.3	UMAG_12340	Not in NCBI
BGC0001283.3	SLI_RS05010	Not in NCBI
BGC0001283.3	SLI_RS05015	Not in NCBI
BGC0001283.3	SLI_RS05020	Not in NCBI
BGC0001283.3	SLI_RS05025	Not in NCBI
BGC0001283.3	SLI_RS05030	Not in NCBI
BGC0001283.3	SLI_RS05035	Not in NCBI
BGC0001283.3	SLI_RS05040	Not in NCBI
BGC0001283.3	SLI_RS05045	Not in NCBI
BGC0001283.3	SLI_RS41050	Not in NCBI
BGC0001283.3	SLI_RS05050	Not in NCBI
BGC0001283.3	SLI_RS05055	Not in NCBI
BGC0001283.3	SLI_RS05060	Not in NCBI
BGC0001283.3	SLI_RS05065	Not in NCBI
BGC0001283.3	SLI_RS05070	Not in NCBI
BGC0001283.3	SLI_RS05075	Not in NCBI
BGC0001283.3	SLI_RS05080	Not in NCBI
BGC0001283.3	SLI_RS05085	Not in NCBI
