accession	protein_id	source	uniprot_id	embl_id
BGC0001198	ABX04785	DeepBGC-protein-unique	A9AWD5	CP000875
BGC0001198	ABX04786	DeepBGC-protein-unique	A9AWD6	CP000875
BGC0001198	ABX04787	DeepBGC-protein-unique	A9AWD7	CP000875
BGC0001201	CAN98721	DeepBGC-protein-unique	A9FZ85	AM746676
BGC0001201	CAN98722	DeepBGC-protein-unique	A9FZ87	AM746676
BGC0001205	KGO40470	DeepBGC-protein-unique		
BGC0001205	KGO40471	DeepBGC-protein-unique		
BGC0001205	KGO40472	DeepBGC-protein-unique		
BGC0001205	KGO40473	DeepBGC-protein-unique		
BGC0001205	KGO40474	DeepBGC-protein-unique		
BGC0001205	KGO40475	DeepBGC-protein-unique		
BGC0001205	KGO40476	DeepBGC-protein-unique		
BGC0001205	KGO40477	DeepBGC-protein-unique		
BGC0001205	KGO40478	DeepBGC-protein-unique		
BGC0001205	KGO40479	DeepBGC-protein-unique		
BGC0001205	KGO40480	DeepBGC-protein-unique		
BGC0001205	KGO40481	DeepBGC-protein-unique		
BGC0001205	KGO40482	DeepBGC-protein-unique		
BGC0001205	KGO40483	DeepBGC-protein-unique		
BGC0001205	KGO40484	DeepBGC-protein-unique		
BGC0001205	KGO40485	DeepBGC-protein-unique		
BGC0001209	ABJ66528	DeepBGC-protein-unique		
BGC0001209	ABJ66529	DeepBGC-protein-unique		
BGC0001209	ABJ66531	DeepBGC-protein-unique		
BGC0001210	EEM14533	DeepBGC-protein-unique		
BGC0001210	EEM14532	DeepBGC-protein-unique		
BGC0001210	EEM14531	DeepBGC-protein-unique		
BGC0001210	EEM14530	DeepBGC-protein-unique		
BGC0001210	EEM14529	DeepBGC-protein-unique		
BGC0001210	EEM14528	DeepBGC-protein-unique		
BGC0001211	WP_020635017	DeepBGC-protein-unique	A0A229S6C7	NMQU01000013
BGC0001211	WP_039794392	DeepBGC-protein-unique	A0A229S6X1	NMQU01000013
BGC0001211	WP_020635019	DeepBGC-protein-unique		
BGC0001211	WP_020635020	DeepBGC-protein-unique	A0A229S674	NMQU01000013
BGC0001211	WP_020635021	DeepBGC-protein-unique		
BGC0001211	WP_020635022	DeepBGC-protein-unique	A0A229S6I6	NMQU01000013
BGC0001211	WP_020635023	DeepBGC-protein-unique	A0A229S767	NMQU01000013
BGC0001211	WP_020635024	DeepBGC-protein-unique	A0A229S670	NMQU01000013
BGC0001211	WP_020635025	DeepBGC-protein-unique	A0A229S663	NMQU01000013
BGC0001211	WP_039795885	DeepBGC-protein-unique	A0A229S6R2	NMQU01000013
BGC0001213	EYT83454	DeepBGC-protein-unique	A0A022MND3	LN713864,JFJQ01000211
BGC0001213	EYT83455	DeepBGC-protein-unique	A0A022MRV0	JFJQ01000211
BGC0001213	EYT83456	DeepBGC-protein-unique	A0A022MLW3	LN713864,JFJQ01000211
BGC0001213	EYT83459	DeepBGC-protein-unique	A0A022MND7	LN713864,JFJQ01000211
BGC0001213	EYT83450	DeepBGC-protein-unique	A0A022MRU5	LN713864,JFJQ01000212
BGC0001213	EYT83451	DeepBGC-protein-unique	A0A022MLV9	LN713864,JFJQ01000212
BGC0001213	EYT83453	DeepBGC-protein-unique	A0A022MQ25	JFJQ01000212
BGC0001213	EYT83448	DeepBGC-protein-unique	A0A022MQ18	LN713864,JFJQ01000213
BGC0001213	EYT83449	DeepBGC-protein-unique	A0A022MND0	LN713864,JFJQ01000213
BGC0001213	EYT83447	DeepBGC-protein-unique	A0A022MLP8	JFJQ01000214
BGC0001213	EYT83441	DeepBGC-protein-unique	A0A022MLV0	LN713864,JFJQ01000214
BGC0001213	EYT83442	DeepBGC-protein-unique	A0A022MLP6	LN713864,JFJQ01000214
BGC0001213	EYT83443	DeepBGC-protein-unique	A0A022MQ12	LN713864,JFJQ01000214
BGC0001213	EYT83444	DeepBGC-protein-unique	A0A022MNC6	LN713864,JFJQ01000214
BGC0001213	EYT83445	DeepBGC-protein-unique	A0A022MRU0	LN713864,JFJQ01000214
BGC0001213	EYT83446	DeepBGC-protein-unique	A0A022MLV4	LN713864,JFJQ01000214
BGC0001213	EYT83440	DeepBGC-protein-unique	A0A022MRT4	LN713864,JFJQ01000215
BGC0001213	EYT83439	DeepBGC-protein-unique	A0A022MNC2	JFJQ01000216
BGC0001213	EYT83436	DeepBGC-protein-unique	A0A022MLU7	LN713864,JFJQ01000217
BGC0001213	EYT83437	DeepBGC-protein-unique	A0A022MLP2	LN713864,JFJQ01000217
BGC0001213	EYT83438	DeepBGC-protein-unique	A0A022MQ06	JFJQ01000217
BGC0001213	EYT83435	DeepBGC-protein-unique	A0A022MRS9	LN713864,JFJQ01000218
BGC0001213	EYT83433	DeepBGC-protein-unique	A0A022MQ01	JFJQ01000219
BGC0001219	EAQ84779	DeepBGC-protein-unique	Q2GTB1	CH408034
BGC0001219	EAQ84780	DeepBGC-protein-unique	Q2GTB0	CH408034
BGC0001219	EAQ84781	DeepBGC-protein-unique	Q2GTA9	CH408034
BGC0001219	EAQ84782	DeepBGC-protein-unique	Q2GTA8	CH408034
BGC0001219	EAQ84783	DeepBGC-protein-unique	Q2GTA7	CH408034
BGC0001219	EAQ84784	DeepBGC-protein-unique	Q2GTA6	CH408034
BGC0001219	EAQ84785	DeepBGC-protein-unique	Q2GTA5	CH408034
BGC0001220	BAN91483	DeepBGC-protein-unique	U3THM0	AB720075
BGC0001226	AGS66993	DeepBGC-protein-unique	S5V7Z4	CP006259,CP006259
BGC0001226	AGS66994	DeepBGC-protein-unique	S5UV83	CP006259,CP006259
BGC0001226	AGS66995	DeepBGC-protein-unique	S5VEY1	CP006259,CP006259
BGC0001226	AGS73699	DeepBGC-protein-unique	S5VEY1	CP006259,CP006259
BGC0001226	AGS73700	DeepBGC-protein-unique	S5UV83	CP006259,CP006259
BGC0001226	AGS73701	DeepBGC-protein-unique	S5V7Z4	CP006259,CP006259
BGC0001227	AGS67376	DeepBGC-protein-unique	S5UNQ3	CP006259
BGC0001227	AGS67377	DeepBGC-protein-unique	S5VA42	CP006259
BGC0001227	AGS67378	DeepBGC-protein-unique	S5UKL0	CP006259
BGC0001227	AGS67379	DeepBGC-protein-unique	S5UWJ1	CP006259
BGC0001227	AGS67380	DeepBGC-protein-unique	S5VG59	CP006259
BGC0001227	AGS67381	DeepBGC-protein-unique	S5UNQ7	CP006259
BGC0001227	AGS67382	DeepBGC-protein-unique	S5VA47	CP006259
BGC0001227	AGS67383	DeepBGC-protein-unique	S5UKL5	CP006259
BGC0001227	AGS67384	DeepBGC-protein-unique	S5UWJ6	CP006259
BGC0001227	AGS67385	DeepBGC-protein-unique	S5VG62	CP006259
BGC0001227	AGS67386	DeepBGC-protein-unique	S5UNR0	CP006259
BGC0001228	WP_028678139	DeepBGC-protein-unique		
BGC0001228	WP_043555657	DeepBGC-protein-unique		
BGC0001228	WP_028678141	DeepBGC-protein-unique		
BGC0001228	WP_051419342	DeepBGC-protein-unique		
BGC0001228	WP_051419343	DeepBGC-protein-unique		
BGC0001228	WP_051419350	DeepBGC-protein-unique		
BGC0001228	WP_028678143	DeepBGC-protein-unique		
BGC0001228	WP_051419344	DeepBGC-protein-unique		
BGC0001228	WP_028678145	DeepBGC-protein-unique		
BGC0001228	WP_043555668	DeepBGC-protein-unique		
BGC0001228	WP_051419346	DeepBGC-protein-unique		
BGC0001228	WP_028678147	DeepBGC-protein-unique		
BGC0001228	WP_028678148	DeepBGC-protein-unique		
BGC0001228	WP_028678149	DeepBGC-protein-unique		
BGC0001228	WP_028678150	DeepBGC-protein-unique		
BGC0001228	WP_043555673	DeepBGC-protein-unique		
BGC0001229	ADI10107	DeepBGC-protein-unique	D7C1P2	CP002047
BGC0001229	ADI10108	DeepBGC-protein-unique	D7C1P3	CP002047
BGC0001229	ADI10110	DeepBGC-protein-unique	D7C1P5	CP002047
BGC0001230	sln1	DeepBGC-protein-unique	P39928	U01835,Z38059,BK006942
BGC0001230	sln2	DeepBGC-protein-unique	A0A2P2CL53	BK009377
BGC0001230	sln3	DeepBGC-protein-unique	A0A2P2CLE7	BK009377
BGC0001230	sln4	DeepBGC-protein-unique	A0A2P2CL48	BK009377
BGC0001230	sln5	DeepBGC-protein-unique	A0A2P2CL54	BK009377
BGC0001230	sln6	DeepBGC-protein-unique	A0A2P2CL50	BK009377
BGC0001230	sln7	DeepBGC-protein-unique	A0A2P2CL56	BK009377
BGC0001230	sln8	DeepBGC-protein-unique	A0A2P2CL51	BK009377
BGC0001230	sln9	DeepBGC-protein-unique	A0A2P2CL59	BK009377
BGC0001230	sln10	DeepBGC-protein-unique	A0AA39YEJ7	JAUJDW010000040
BGC0001230	sln11	DeepBGC-protein-unique	Q7Z7L1	AK074184,AK092241,AL831964,AC060766,CH471147,CH471147,CH471147,BC052586
BGC0001230	sln12	DeepBGC-protein-unique	Q8IYM2	AK001122,AK291826,BC035605
BGC0001230	sln13	DeepBGC-protein-unique	Q68D06	AK056514,AK127728,CR749630,AL833747,CH471147,CH471147
BGC0001230	sln14	DeepBGC-protein-unique	P0C7P3	AC015911,BC140847,BC157877,BC157879
BGC0001240	XP_001227984	DeepBGC-protein-unique	Q2GPP7	CH408035
BGC0001242	CCE67069	DeepBGC-protein-unique	G8C418	HE613440
BGC0001242	CCE67076	DeepBGC-protein-unique	G8C425	HE613440
BGC0001244	AIW00670	DeepBGC-protein-unique	A0A0A0RM07	KM365454,CH445325
BGC0001258	AAN59954	DeepBGC-protein-unique	Q8J221	AF549411
BGC0001260	BAM84044	DeepBGC-protein-unique	M1VE33	AB725916
BGC0001260	BAM84052	DeepBGC-protein-unique	M1VJS7	AB725916
BGC0001260	BAM84053	DeepBGC-protein-unique	M1VNH4	AB725916
BGC0001281	XP_011392735	DeepBGC-protein-unique	A0A0D1DMC7	CM003162
BGC0001281	XP_011392655	DeepBGC-protein-unique	Q4P0K3	CM003162
BGC0001281	XP_011392759	DeepBGC-protein-unique	A0A0D1CF39	CM003162
BGC0001281	XP_011392656	DeepBGC-protein-unique	A0A0D1DMC9	CM003162
BGC0001281	XP_011392657	DeepBGC-protein-unique	Q4P0K0	CM003162
BGC0001281	XP_011392658	DeepBGC-protein-unique	A0A0D1BUA3	CM003162
BGC0001281	XP_011392659	DeepBGC-protein-unique	A0A0D1CF44	CM003162
BGC0001281	XP_011392661	DeepBGC-protein-unique	A0A0D1DT07	CM003162
BGC0001281	XP_011392736	DeepBGC-protein-unique	A0A0D1DNP5	CM003162
BGC0001281	XP_011392662	DeepBGC-protein-unique	A0A0D1BUA6	CM003162
BGC0001281	XP_011392663	DeepBGC-protein-unique	A0A0D1CF49	CM003162
BGC0001281	XP_011392664	DeepBGC-protein-unique	A0A0D1DMD5	CM003162
BGC0001281	XP_011392665	DeepBGC-protein-unique	A0A0D1BUB0	CM003162
BGC0001281	XP_011392739	DeepBGC-protein-unique	A0A0D1CF54	CM003162
BGC0001281	XP_011392666	DeepBGC-protein-unique	Q4P0I7	CM003162
BGC0001281	XP_011392667	DeepBGC-protein-unique	A0A0D1DT13	CM003162
BGC0001281	XP_011392668	DeepBGC-protein-unique	A0A0D1DNQ1	CM003162
BGC0001281	XP_011392740	DeepBGC-protein-unique	A0A0D1BUB4	CM003162
BGC0001281	XP_011392741	DeepBGC-protein-unique	A0A0D1CF59	CM003162
BGC0001281	XP_011392669	DeepBGC-protein-unique	A0A0D1DT17	CM003162
BGC0001281	XP_011392761	DeepBGC-protein-unique	A0A0D1DNQ6	CM003162
BGC0001281	XP_011392670	DeepBGC-protein-unique	A0A0D1BUB7	CM003162
BGC0001281	XP_011392672	DeepBGC-protein-unique	A0A0D1DME6	CM003162
BGC0001281	XP_011392673	DeepBGC-protein-unique	Q4P0H7	CM003162
BGC0001281	XP_011392674	DeepBGC-protein-unique	A0A0D1DNQ9	CM003162
BGC0001281	XP_011392675	DeepBGC-protein-unique	A0A0D1BUC0	CM003162
BGC0001281	XP_011392676	DeepBGC-protein-unique	A0A0D1CF68	CM003162
BGC0001281	XP_011392678	DeepBGC-protein-unique	A0A0D1DT21	CM003162
BGC0001281	XP_011392743	DeepBGC-protein-unique	A0A0D1DNR3	CM003162
BGC0001281	XP_011392679	DeepBGC-protein-unique	Q4P0H0	CM003162
BGC0001281	XP_011392680	DeepBGC-protein-unique	A0A0D1CF71	CM003162
BGC0001281	XP_011392681	DeepBGC-protein-unique	A0A0D1DMF3	CM003162
BGC0001281	XP_011392683	DeepBGC-protein-unique	Q4P0G6	CM003162
BGC0001281	XP_011392684	DeepBGC-protein-unique	A0A0D1BUC6	CM003162
BGC0001281	XP_011392685	DeepBGC-protein-unique	A0A0D1CF76	CM003162
BGC0001281	XP_011392686	DeepBGC-protein-unique	A0A0D1DMF7	CM003162
BGC0001281	XP_011392687	DeepBGC-protein-unique	A0A0D1DT27	CM003162
BGC0001281	XP_011392688	DeepBGC-protein-unique	A0A0D1DNS0	CM003162
BGC0001281	XP_011392744	DeepBGC-protein-unique	A0A0D1BUD1	CM003162
BGC0001281	XP_011392689	DeepBGC-protein-unique	A0A0D1DMG0	CM003162
BGC0001281	XP_011392690	DeepBGC-protein-unique	A0A0D1DT29	CM003162
BGC0001281	XP_011392691	DeepBGC-protein-unique	A0A0D1DNS4	CM003162
BGC0001281	XP_011392692	DeepBGC-protein-unique	A0A0D1BUD3	CM003162
BGC0001281	XP_011392746	DeepBGC-protein-unique	A0A0D1DMG4	CM003162
BGC0001281	XP_011392694	DeepBGC-protein-unique	A0A0D1DT32	CM003162
BGC0001281	XP_011392695	DeepBGC-protein-unique	A0A0D1DNS7	CM003162
BGC0001281	XP_011392696	DeepBGC-protein-unique	A0A0D1BUD7	CM003162
BGC0001281	XP_011392698	DeepBGC-protein-unique	A0A0D1DMG7	CM003162
BGC0001281	XP_011392699	DeepBGC-protein-unique	A0A0D1DNT0	CM003162
BGC0001281	XP_011392700	DeepBGC-protein-unique	A0A0D1BUE2	CM003162
BGC0001281	XP_011392701	DeepBGC-protein-unique	A0A0D1CFA0	CM003162
BGC0001281	XP_011392702	DeepBGC-protein-unique	A0A0D1DMH2	CM003162
BGC0001281	XP_011392703	DeepBGC-protein-unique	A0A0D1DT37	CM003162
BGC0001281	XP_011392704	DeepBGC-protein-unique	A0A0D1DNT5	CM003162
BGC0001281	XP_011392706	DeepBGC-protein-unique	A0A0D1CFB0	CM003162
BGC0001281	XP_011392748	DeepBGC-protein-unique	A0A0D1DMH6	CM003162
BGC0001281	XP_011392707	DeepBGC-protein-unique	A0A0D1DT42	CM003162
BGC0001281	XP_011392708	DeepBGC-protein-unique	A0A0D1DNU1	CM003162
BGC0001281	XP_011392709	DeepBGC-protein-unique	A0A0D1BUE9	CM003162
BGC0001281	XP_011392710	DeepBGC-protein-unique	A0A0D1CFB6	CM003162
BGC0001281	XP_011392711	DeepBGC-protein-unique	A0A0D1DMH8	CM003162
BGC0001281	XP_011392712	DeepBGC-protein-unique	A0A0D1DT43	CM003162
BGC0001281	XP_011392713	DeepBGC-protein-unique	A0A0D1DNU7	CM003162
BGC0001281	XP_011392714	DeepBGC-protein-unique	Q703G5	AJ622829,CM003162
BGC0001281	XP_011392715	DeepBGC-protein-unique	A0A0D1CFC1	CM003162
BGC0001281	XP_011392752	DeepBGC-protein-unique	A0A0D1BUF6	CM003162
BGC0001281	XP_011392718	DeepBGC-protein-unique	A0A0D1CFC7	CM003162
BGC0001281	XP_011392753	DeepBGC-protein-unique	P0CT24	CM003162
BGC0001281	XP_011392754	DeepBGC-protein-unique	P0CT25	CM003162
BGC0001281	XP_011392755	DeepBGC-protein-unique	P0CT23	CM003162
BGC0001281	XP_011392719	DeepBGC-protein-unique	A0A0D1BUG1	CM003162
BGC0001281	XP_011392756	DeepBGC-protein-unique	A0A0D1CFD1	CM003162
BGC0001281	XP_011392757	DeepBGC-protein-unique	A0A0D1DMI9	CM003162
BGC0001281	XP_011392720	DeepBGC-protein-unique	A0A0D1DT54	CM003162
BGC0001281	XP_011392758	DeepBGC-protein-unique	A0A0D1DNW0	CM003162
BGC0001281	XP_011392721	DeepBGC-protein-unique	P49605	L33917,CM003162
BGC0001281	XP_011392764	DeepBGC-protein-unique	A0A0D1CFD5	CM003162
BGC0001281	XP_011392722	DeepBGC-protein-unique	A0A0D1DT58	CM003162
BGC0001281	XP_011392724	DeepBGC-protein-unique	A0A0D1BUH1	CM003162
BGC0001281	XP_011392725	DeepBGC-protein-unique	A0A0D1CFE0	CM003162
BGC0001281	XP_011392726	DeepBGC-protein-unique	A0A0D1DMJ6	CM003162
BGC0001281	XP_011392727	DeepBGC-protein-unique	A0A0D1DT62	CM003162
BGC0001281	XP_011392728	DeepBGC-protein-unique	A0A0D1DNX1	CM003162
BGC0001281	XP_011392729	DeepBGC-protein-unique	A0A0D1BUH6	CM003162
BGC0001281	XP_011392730	DeepBGC-protein-unique	A0A0D1CFE5	CM003162
BGC0001281	XP_011392749	DeepBGC-protein-unique	A0A0D1DMJ7	CM003162
BGC0001281	XP_011392732	DeepBGC-protein-unique	A0A0D1DNX6	CM003162
BGC0001281	XP_011392733	DeepBGC-protein-unique	A0A0D1BUI1	CM003162
BGC0001281	XP_011392734	DeepBGC-protein-unique	A0A0D1CFF0	CM003162
BGC0001281	XP_011392763	DeepBGC-protein-unique	A0A0D1DT68	CM003162
BGC0001283	WP_016325493	DeepBGC-protein-unique	A0A7U9DKU4	CM001889
BGC0001283	WP_016325494	DeepBGC-protein-unique		
BGC0001283	WP_016325495	DeepBGC-protein-unique	A0A7U9H9L3	CM001889
BGC0001283	WP_016325496	DeepBGC-protein-unique	A0A7U9DKU1	CM001889
BGC0001283	WP_042799404	DeepBGC-protein-unique	A0A7K2JFW4	WWHX01000090
BGC0001283	WP_042799405	DeepBGC-protein-unique		
BGC0001283	WP_016325500	DeepBGC-protein-unique	A0A7U9DRP0	CM001889
BGC0001283	WP_042799407	DeepBGC-protein-unique		
BGC0001283	WP_007445820	DeepBGC-protein-unique	Q9L1V9	AL939129
BGC0001283	WP_016325503	DeepBGC-protein-unique		
BGC0001283	WP_016325504	DeepBGC-protein-unique		
BGC0001283	WP_016325505	DeepBGC-protein-unique	A0A7U9DKV5	CM001889
BGC0001283	WP_016325506	DeepBGC-protein-unique	A0A7U9DMG2	CM001889
BGC0001283	WP_042799411	DeepBGC-protein-unique		
BGC0001283	WP_016325508	DeepBGC-protein-unique	A0A7U9DMR4	CM001889
BGC0001283	WP_016325509	DeepBGC-protein-unique	A0A7U9H9L8	CM001889
BGC0001283	WP_016325510	DeepBGC-protein-unique		
BGC0001283	WP_016325512	DeepBGC-protein-unique	A0A7U9DQG3	CM001889
BGC0001283	WP_016325513	DeepBGC-protein-unique		
BGC0001283	WP_042799412	DeepBGC-protein-unique		
BGC0001283	WP_042799413	DeepBGC-protein-unique		
BGC0001283	WP_007445854	DeepBGC-protein-unique	A0A5P9WGE8	CP045547
BGC0001286	ALS30800	DeepBGC-protein-unique	A0A0U2V7I8	KT852988
BGC0001286	ALS30794	DeepBGC-protein-unique	A0A0U2WCB2	KT852988
BGC0001286	ALS30796	DeepBGC-protein-unique	A0A0U2UYC4	KT852988
BGC0001286	ALS30797	DeepBGC-protein-unique	A0A0U2UXG3	KT852988
BGC0001286	ALS30798	DeepBGC-protein-unique	A0A0U2X0E4	KT852988
BGC0001286	ALS30799	DeepBGC-protein-unique	A0A0U2IR85	KT852988
BGC0001286	ALS30795	DeepBGC-protein-unique	A0A0U2WFX7	KT852988
BGC0001290	CBF87069	DeepBGC-protein-unique	C8VPS9	AACD01000043,BN001307
BGC0001290	CBF87072	DeepBGC-protein-unique	Q5BA83	BN001307,AACD01000043
BGC0001290	CBF87074	DeepBGC-protein-unique	C8VPT2	AACD01000043,BN001307
BGC0001290	CBF87076	DeepBGC-protein-unique	Q5BA81	BN001307,AACD01000043
BGC0001294	WP_031020590	DeepBGC-protein-unique	A0AB37TNU6	RPRV01000027
BGC0001294	WP_051890750	DeepBGC-protein-unique		
BGC0001302	AKC91603	DeepBGC-protein-unique	A0A0E3Z5X2	KP721214
BGC0001302	AKC91604	DeepBGC-protein-unique	A0A0E3URN2	KP721214
BGC0001302	AKC91605	DeepBGC-protein-unique	A0A0E3UR80	KP721214
BGC0001302	AKC91606	DeepBGC-protein-unique	A0A0E3Z6M4	KP721214
BGC0001302	AKC91607	DeepBGC-protein-unique	A0A0E3Z5W1	KP721214
BGC0001302	AKC91608	DeepBGC-protein-unique	A0A0E3Z869	KP721214
BGC0001302	AKC91609	DeepBGC-protein-unique	A0A0E3URN3	KP721214
BGC0001302	AKC91610	DeepBGC-protein-unique	A0A0E3UR82	KP721214
BGC0001302	AKC91611	DeepBGC-protein-unique	A0A0E3Z7A9	KP721214
BGC0001302	AKC91618	DeepBGC-protein-unique	A0A0E3Z7B2	KP721214
BGC0001302	AKC91619	DeepBGC-protein-unique	A0A0E3URN5	KP721214
BGC0001302	AKC91620	DeepBGC-protein-unique	A0A0E3UR86	KP721214
BGC0001302	AKC91621	DeepBGC-protein-unique	A0A0E3Z5Y1	KP721214
BGC0001302	AKC91622	DeepBGC-protein-unique	A0A0E3Z6N4	KP721214
BGC0001302	AKC91623	DeepBGC-protein-unique	A0A0E3Z5X3	KP721214
BGC0001302	AKC91624	DeepBGC-protein-unique	A0A0E3URN7	KP721214
BGC0001302	AKC91625	DeepBGC-protein-unique	A0A0E3UR89	KP721214
BGC0001304	EED53478	DeepBGC-protein-unique	B8N8Q9	EQ963475
BGC0001304	EED53479	DeepBGC-protein-unique	B8N8R0	EQ963475
BGC0001304	EED53480	DeepBGC-protein-unique	B8N8R1	EQ963475
BGC0001304	EED53481	DeepBGC-protein-unique	B8N8R2	EQ963475
BGC0001304	EED53482	DeepBGC-protein-unique	B8N8R3	EQ963475
BGC0001305	CCT72377	DeepBGC-protein-unique	S0EET5	HF679030
BGC0001305	CCT72378	DeepBGC-protein-unique	S0EJ18	HF679030
BGC0001305	CCT72379	DeepBGC-protein-unique	S0EBV2	HF679030
BGC0001305	CCT72380	DeepBGC-protein-unique	S0ECK8	HF679030
BGC0001305	CCT72381	DeepBGC-protein-unique	S0EBQ6	HF679030
BGC0001305	CCT72382	DeepBGC-protein-unique	S0EET9	HF679030
BGC0001306	EED52435	DeepBGC-protein-unique	B8NCG2	EQ963476
BGC0001306	EED52436	DeepBGC-protein-unique	B8NCQ3	EQ963476,CP059872
BGC0001306	EED52437	DeepBGC-protein-unique	B8NCQ4	EQ963476,CP059872
BGC0001310	EFG10558	DeepBGC-protein-unique	E2Q0L5	CM000913
BGC0001310	EFG10559	DeepBGC-protein-unique	E2Q0L6	CM000913
BGC0001311	WP_029534655	DeepBGC-protein-unique		
BGC0001311	WP_029534656	DeepBGC-protein-unique		
BGC0001311	WP_009985592	DeepBGC-protein-unique		
BGC0001311	WP_009985593	DeepBGC-protein-unique		
BGC0001311	WP_009985594	DeepBGC-protein-unique		
BGC0001311	WP_009985596	DeepBGC-protein-unique		
BGC0001311	WP_009985599	DeepBGC-protein-unique		
BGC0001311	WP_009985601	DeepBGC-protein-unique		
BGC0001312	CAY48784	DeepBGC-protein-unique	C3K9F8	OV986001,AM181176
BGC0001312	CAY48785	DeepBGC-protein-unique	C3K9F9	OV986001,AM181176
BGC0001312	CAY48786	DeepBGC-protein-unique	C3K9G0	OV986001,AM181176
BGC0001312	CAY48788	DeepBGC-protein-unique	C3K9G2	OV986001,AM181176
BGC0001312	CAY48789	DeepBGC-protein-unique	C3K9G3	OV986001,AM181176
BGC0001312	CAY48790	DeepBGC-protein-unique	C3K9G4	OV986001,AM181176
BGC0001312	CAY48791	DeepBGC-protein-unique	C3K9G5	OV986001,AM181176
BGC0001312	CAY48792	DeepBGC-protein-unique	C3K9G6	OV986001,AM181176
BGC0001312	CAY48793	DeepBGC-protein-unique	C3K9G7	OV986001,AM181176
BGC0001312	CAY48794	DeepBGC-protein-unique	C3K9G8	OV986001,AM181176
BGC0001312	CAY48795	DeepBGC-protein-unique	C3K9G9	OV986001,AM181176
BGC0001312	CAY48796	DeepBGC-protein-unique	C3K9H0	OV986001,AM181176
BGC0001312	CAY48797	DeepBGC-protein-unique	C3K9H1	OV986001,AM181176
BGC0001312	CAY48798	DeepBGC-protein-unique	C3K9H2	OV986001,AM181176
BGC0001312	CAY48799	DeepBGC-protein-unique	C3K9H3	OV986001,AM181176
BGC0001313	AEE83582	DeepBGC-protein-unique	O23384	CP002687,Z97338,AL161541
BGC0001313	AEE83583	DeepBGC-protein-unique	F4JJG4	CP002687
BGC0001313	AEE83584	DeepBGC-protein-unique	O23386	Z97338,AL161541,CP002687
BGC0001313	AEE83585	DeepBGC-protein-unique	Q0WQ07	Z97338,AL161541,CP002687,AK228903
BGC0001313	AEE83586	DeepBGC-protein-unique	Q9FR95	AF062513,AB257562,Z97338,AL161541,CP002687
BGC0001313	AEE83587	DeepBGC-protein-unique	O23391	AY133719,CP002687,Z97338,AL161541
BGC0001313	AEE83588	DeepBGC-protein-unique	O23389	CP002687,Z97338,AL161541
BGC0001313	AEE83589	DeepBGC-protein-unique	O23390	Z97338,AL161541,CP002687
BGC0001313	AEE83590	DeepBGC-protein-unique	Q8L7H7	AY133696,CP002687
BGC0001313	AEE83591	DeepBGC-protein-unique	O23392	AY099752,AY128867,CP002687,CP002687,Z97338,AL161541
BGC0001313	AEE83593	DeepBGC-protein-unique	A8MS53	CP002687
BGC0001313	AEE83592	DeepBGC-protein-unique	Q8L7C0	AY136350,BT000194,CP002687
BGC0001313	AEE83594	DeepBGC-protein-unique	A8MSB6	CP002687
BGC0001313	AEE83595	DeepBGC-protein-unique	F4JK32	CP002687
BGC0001313	AEE83596	DeepBGC-protein-unique	O23393	Z97338,AL161541,CP002687,BT023456
BGC0001313	AEE83597	DeepBGC-protein-unique	Q7Y175	Z97338,AL161541,CP002687,AY050766,BT008747
BGC0001313	AEE83598	DeepBGC-protein-unique	Q8RW96	U73528,Z97338,AL161541,CP002687,CP002687,CP002687,CP002687,AY093761,BT020581
BGC0001313	AEE83599	DeepBGC-protein-unique	Q8RW96	U73528,Z97338,AL161541,CP002687,CP002687,CP002687,CP002687,AY093761,BT020581
BGC0001314	AED94045	DeepBGC-protein-unique	Q9LVY7	AB018112,CP002688
BGC0001314	AED94046	DeepBGC-protein-unique	Q8RWM7	AB018112,CP002688,AY092993,AY114603,AK221434
BGC0001314	AED94047	DeepBGC-protein-unique	A0A140JWM8	LC106013,AB018112,AB018112,CP002688,CP002688
BGC0001314	AED94048	DeepBGC-protein-unique	A0A140JWM8	LC106013,AB018112,AB018112,CP002688,CP002688
BGC0001314	AED94049	DeepBGC-protein-unique	Q9LVY2	AB018112,CP002688,CP002688
BGC0001314	AED94050	DeepBGC-protein-unique	Q9LVY1	AB018112,CP002688,AY062825,AY081649
BGC0001314	AED94051	DeepBGC-protein-unique	Q9LVY0	AJ298098,AB018112,CP002688,CP002688,AY056234,AY117253,AY084711
BGC0001314	AED94053	DeepBGC-protein-unique	Q9LVY0	AJ298098,AB018112,CP002688,CP002688,AY056234,AY117253,AY084711
BGC0001314	AED94052	DeepBGC-protein-unique	F4K2X9	CP002688
BGC0001314	AED94054	DeepBGC-protein-unique	Q8RWJ6	AB018112,CP002688,AY093044,AY128925
BGC0001315	KGN46388	DeepBGC-protein-unique	A0A097IYP1	KM655856,CM002927
BGC0001315	KGN46389	DeepBGC-protein-unique	A0A0A0KC19	KM655857,CM002927
BGC0001315	KGN46390	DeepBGC-protein-unique	A0A0A0K9E5	KM677686,CM002927
BGC0001315	KGN46391	DeepBGC-protein-unique	A0A0A0KF48	CM002927
BGC0001315	KGN46392	DeepBGC-protein-unique	A0A0A0KDD0	KM655854,CM002927
BGC0001315	KGN46393	DeepBGC-protein-unique	A0A0A0KA91	KM655858,CM002927
